technology,parameter,year,value,unit,currency_year,financial_case,scenario,source,further description
biomass,discount rate,2045,0.0472,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0548,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0548,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0548,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0472,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0472,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
biomass,discount rate,2050,0.0472,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2025,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2030,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2035,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2040,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2045,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
CCGT,discount rate,2050,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2025,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2030,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2035,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2040,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2045,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame),discount rate,2050,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2040,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2045,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 95% CCS,discount rate,2050,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2025,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2030,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
NG 2-on-1 Combined Cycle (F-Frame) 97% CCS,discount rate,2035,0.0536,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios
